tip_id,week,day,category,tip_short_fr,tip_long_fr,tip_short_ar,tip_long_ar,tip_short_en,tip_long_en,sources
tip_w18_d04,18,4,sante,"Si vous avez des pertes blanches, c'est normal (sauf si gratte).","Pourquoi ? ta santé influence directement celle de bébé ✅ Aujourd’hui : suis le conseil du jour et écoute ton corps 🚩 Consultez si : douleur forte, saignement, vomissements incoercibles, malaise",الإفرازات البيضاء طبيعية (إلا إذا كانت تسبب حكة).,لماذا؟ صحتكِ تدعم صحة طفلك مباشرة ✅ اليوم: اتبعي نصيحة اليوم واصغي لجسمك 🚩 راجعي الطبيب إذا: ألم قوي، نزف، تقيؤ مستمر، إغماء,White discharge is normal (unless itchy).,"Why? your health directly supports baby’s health ✅ Today: follow today’s advice and listen to your body 🚩 Seek care if: strong pain, bleeding, unstoppable vomiting, fainting",internal
tip_w18_d05,18,5,bien_etre,"Faites une activité relaxante (tricot, lecture, dessin).","Pourquoi ? le bien‑être réduit le stress et aide ton corps à s’adapter ✅ Aujourd’hui : accorde‑toi 10–20 min de repos ou de douceur 💛 Normal si : fatigue, émotions variables, besoin de ralentir",مارسي نشاطاً مريحاً (حياكة، قراءة، رسم).,لماذا؟ الراحة تقلل التوتر وتساعد جسمك على التكيّف ✅ اليوم: امنحي نفسكِ 10–20 دقيقة راحة أو عناية 💛 طبيعي إذا: تعب، تقلبات مزاج، حاجة للهدوء,"Do a relaxing activity (knitting, reading, drawing).","Why? well‑being lowers stress and helps your body adapt ✅ Today: give yourself 10–20 min of rest or kindness 💛 Normal if: fatigue, mood shifts, need to slow down",internal
tip_w18_d06,18,6,sante,Surélevez les pieds quand vous êtes assise.,"Pourquoi ? ta santé influence directement celle de bébé ✅ Aujourd’hui : suis le conseil du jour et écoute ton corps 🚩 Consultez si : douleur forte, saignement, vomissements incoercibles, malaise",ارفعي قدميك عندما تكونين جالسة.,لماذا؟ صحتكِ تدعم صحة طفلك مباشرة ✅ اليوم: اتبعي نصيحة اليوم واصغي لجسمك 🚩 راجعي الطبيب إذا: ألم قوي، نزف، تقيؤ مستمر، إغماء,Elevate your feet when sitting.,"Why? your health directly supports baby’s health ✅ Today: follow today’s advice and listen to your body 🚩 Seek care if: strong pain, bleeding, unstoppable vomiting, fainting",internal
tip_w18_d07,18,7,bien_etre,Vous faites un travail formidable.,"Pourquoi ? le bien‑être réduit le stress et aide ton corps à s’adapter ✅ Aujourd’hui : accorde‑toi 10–20 min de repos ou de douceur 💛 Normal si : fatigue, émotions variables, besoin de ralentir",أنت تقومين بعمل رائع.,لماذا؟ الراحة تقلل التوتر وتساعد جسمك على التكيّف ✅ اليوم: امنحي نفسكِ 10–20 دقيقة راحة أو عناية 💛 طبيعي إذا: تعب، تقلبات مزاج، حاجة للهدوء,You are doing a wonderful job.,"Why? well‑being lowers stress and helps your body adapt ✅ Today: give yourself 10–20 min of rest or kindness 💛 Normal if: fatigue, mood shifts, need to slow down",internal
tip_w19_d01,19,1,developpement,Bébé a la taille d'une mangue.,"Ce qui se passe : bébé change très vite à ce stade ✅ Aujourd’hui : continue les habitudes saines (eau, sommeil, vitamines) 💛 Normal si : ne pas sentir grand‑chose au début est normal",الطفل بحجم المانجو.,ما الذي يحدث: الطفل يتطور بسرعة في هذه المرحلة ✅ اليوم: واصلي العادات الصحية (ماء، نوم، فيتامينات) 💛 طبيعي إذا: عدم الشعور بشيء واضح في البداية طبيعي,Baby is the size of a mango.,"What’s happening: baby is changing fast at this stage ✅ Today: keep healthy habits (water, sleep, vitamins) 💛 Normal if: not feeling much early on is normal",internal
tip_w19_d02,19,2,developpement,Sa peau est couverte de vernix (crème protectrice).,"Ce qui se passe : bébé change très vite à ce stade ✅ Aujourd’hui : continue les habitudes saines (eau, sommeil, vitamines) 💛 Normal si : ne pas sentir grand‑chose au début est normal",جلده مغطى بالطلاء الدهني (كريم واقي).,ما الذي يحدث: الطفل يتطور بسرعة في هذه المرحلة ✅ اليوم: واصلي العادات الصحية (ماء، نوم، فيتامينات) 💛 طبيعي إذا: عدم الشعور بشيء واضح في البداية طبيعي,His skin is covered in vernix (protective cream).,"What’s happening: baby is changing fast at this stage ✅ Today: keep healthy habits (water, sleep, vitamins) 💛 Normal if: not feeling much early on is normal",internal
tip_w19_d03,19,3,sante,Crampes la nuit ? Étirez vos mollets avant de dormir.,"Pourquoi ? ta santé influence directement celle de bébé ✅ Aujourd’hui : suis le conseil du jour et écoute ton corps 🚩 Consultez si : douleur forte, saignement, vomissements incoercibles, malaise",تشنجات ليلية؟ مددي ساقيك قبل النوم.,لماذا؟ صحتكِ تدعم صحة طفلك مباشرة ✅ اليوم: اتبعي نصيحة اليوم واصغي لجسمك 🚩 راجعي الطبيب إذا: ألم قوي، نزف، تقيؤ مستمر، إغماء,Cramps at night? Stretch your calves before sleep.,"Why? your health directly supports baby’s health ✅ Today: follow today’s advice and listen to your body 🚩 Seek care if: strong pain, bleeding, unstoppable vomiting, fainting",internal
tip_w19_d04,19,4,nutrition,Mangez une banane (potassium) contre les crampes.,Pourquoi ? une alimentation équilibrée nourrit bébé et limite les symptômes ✅ Aujourd’hui : ajoute un aliment clé lié au tip 💡 Astuce : mange en petites portions si nausées,كلي موزة (بوتاسيوم) ضد التشنجات.,لماذا؟ الغذاء المتوازن يغذي الطفل ويخفف الأعراض ✅ اليوم: أضيفي طعاماً مفيداً مرتبطاً بالنصيحة 💡 نصيحة: كلي كميات صغيرة إذا كان لديكِ غثيان,Eat a banana (potassium) against cramps.,Why? balanced food nourishes baby and eases symptoms ✅ Today: add a key food tied to the tip 💡 Tip: eat small portions if nauseous,Nutrition
tip_w19_d05,19,5,bien_etre,"Hydratez votre ventre, ça tire !","Pourquoi ? le bien‑être réduit le stress et aide ton corps à s’adapter ✅ Aujourd’hui : accorde‑toi 10–20 min de repos ou de douceur 💛 Normal si : fatigue, émotions variables, besoin de ralentir",رطبي بطنك، إنه يشد!,لماذا؟ الراحة تقلل التوتر وتساعد جسمك على التكيّف ✅ اليوم: امنحي نفسكِ 10–20 دقيقة راحة أو عناية 💛 طبيعي إذا: تعب، تقلبات مزاج، حاجة للهدوء,"Moisturize your belly, it's stretching!","Why? well‑being lowers stress and helps your body adapt ✅ Today: give yourself 10–20 min of rest or kindness 💛 Normal if: fatigue, mood shifts, need to slow down",internal
tip_w19_d06,19,6,preparation,Commencez à réfléchir à la chambre de bébé.,"Pourquoi ? ces étapes t’aident à anticiper et à vivre la grossesse sereinement ✅ Aujourd’hui : note cette info et prépare la prochaine étape 💡 À retenir : chaque grossesse est unique, ajuste avec ton médecin",ابدئي التفكير في غرفة الطفل.,لماذا؟ هذه الخطوات تساعدك على الاستعداد بهدوء ✅ اليوم: سجّلي هذه المعلومة وجهّزي الخطوة التالية 💡 تذكّري: كل حمل مختلف، وسيتم التعديل مع طبيبك,Start thinking about baby's room.,Why? these steps help you plan calmly ✅ Today: note this in the app and plan the next step 💡 Remember: every pregnancy is unique—adjust with your clinician,internal
tip_w19_d07,19,7,bien_etre,"Sortez en amoureux, profitez de ce temps à deux.","Pourquoi ? le bien‑être réduit le stress et aide ton corps à s’adapter ✅ Aujourd’hui : accorde‑toi 10–20 min de repos ou de douceur 💛 Normal si : fatigue, émotions variables, besoin de ralentir",اخرجا معاً، استمتعا بهذا الوقت كزوجين.,لماذا؟ الراحة تقلل التوتر وتساعد جسمك على التكيّف ✅ اليوم: امنحي نفسكِ 10–20 دقيقة راحة أو عناية 💛 طبيعي إذا: تعب، تقلبات مزاج، حاجة للهدوء,"Go out on a date, enjoy this couple time.","Why? well‑being lowers stress and helps your body adapt ✅ Today: give yourself 10–20 min of rest or kindness 💛 Normal if: fatigue, mood shifts, need to slow down",internal
tip_w20_d01,20,1,bien_etre,Moitié du chemin ! 20 semaines !,"Pourquoi ? le bien‑être réduit le stress et aide ton corps à s’adapter ✅ Aujourd’hui : accorde‑toi 10–20 min de repos ou de douceur 💛 Normal si : fatigue, émotions variables, besoin de ralentir",انتصف الطريق! 20 أسبوعاً!,لماذا؟ الراحة تقلل التوتر وتساعد جسمك على التكيّف ✅ اليوم: امنحي نفسكِ 10–20 دقيقة راحة أو عناية 💛 طبيعي إذا: تعب، تقلبات مزاج، حاجة للهدوء,Halfway there! 20 weeks!,"Why? well‑being lowers stress and helps your body adapt ✅ Today: give yourself 10–20 min of rest or kindness 💛 Normal if: fatigue, mood shifts, need to slow down",internal
tip_w20_d02,20,2,developpement,On connaît souvent le sexe à l'écho maintenant !,"Ce qui se passe : bébé change très vite à ce stade ✅ Aujourd’hui : continue les habitudes saines (eau, sommeil, vitamines) 💛 Normal si : ne pas sentir grand‑chose au début est normal",نعرف الجنس غالباً في السونار الآن!,ما الذي يحدث: الطفل يتطور بسرعة في هذه المرحلة ✅ اليوم: واصلي العادات الصحية (ماء، نوم، فيتامينات) 💛 طبيعي إذا: عدم الشعور بشيء واضح في البداية طبيعي,We often know the gender at ultrasound now!,"What’s happening: baby is changing fast at this stage ✅ Today: keep healthy habits (water, sleep, vitamins) 💛 Normal if: not feeling much early on is normal",internal
tip_w20_d03,20,3,sante,"Surveillez votre prise de poids (ni trop, ni trop peu).","Pourquoi ? ta santé influence directement celle de bébé ✅ Aujourd’hui : suis le conseil du jour et écoute ton corps 🚩 Consultez si : douleur forte, saignement, vomissements incoercibles, malaise",راقبي زيادة وزنك (لا كثير ولا قليل).,لماذا؟ صحتكِ تدعم صحة طفلك مباشرة ✅ اليوم: اتبعي نصيحة اليوم واصغي لجسمك 🚩 راجعي الطبيب إذا: ألم قوي، نزف، تقيؤ مستمر، إغماء,"Watch your weight gain (not too much, not too little).","Why? your health directly supports baby’s health ✅ Today: follow today’s advice and listen to your body 🚩 Seek care if: strong pain, bleeding, unstoppable vomiting, fainting",ACOG
tip_w20_d04,20,4,sante,Attention à la constipation. L'eau est votre amie.,"Pourquoi ? ta santé influence directement celle de bébé ✅ Aujourd’hui : suis le conseil du jour et écoute ton corps 🚩 Consultez si : douleur forte, saignement, vomissements incoercibles, malaise",انتبهي للإمساك. الماء صديقك.,لماذا؟ صحتكِ تدعم صحة طفلك مباشرة ✅ اليوم: اتبعي نصيحة اليوم واصغي لجسمك 🚩 راجعي الطبيب إذا: ألم قوي، نزف، تقيؤ مستمر، إغماء,Watch out for constipation. Water is your friend.,"Why? your health directly supports baby’s health ✅ Today: follow today’s advice and listen to your body 🚩 Seek care if: strong pain, bleeding, unstoppable vomiting, fainting",internal
